case,concept:name,entity,time:timestamp,value
5_1,"wt-High-(W_Call incomplete files,W_Personal Loan collection)",segment,2016-06-16 00:00:00+00:00,9993307.266000032
5_1,"wt-High-(W_Call incomplete files,W_Personal Loan collection)",segment,2016-06-17 00:00:00+00:00,10079707.266000032
5_1,"wt-High-(W_Call incomplete files,W_Personal Loan collection)",segment,2016-06-18 00:00:00+00:00,10166107.266000032
5_1,"wt-High-(W_Call incomplete files,W_Personal Loan collection)",segment,2016-06-19 00:00:00+00:00,10252507.266000032
5_1,"wt-High-(W_Call incomplete files,W_Personal Loan collection)",segment,2016-06-20 00:00:00+00:00,10338907.266000032
5_1,"wt-High-(W_Call incomplete files,W_Personal Loan collection)",segment,2016-06-21 00:00:00+00:00,10425307.266000032
5_1,"wt-High-(W_Call incomplete files,W_Personal Loan collection)",segment,2016-06-22 00:00:00+00:00,10511707.266000032
5_1,"wt-High-(W_Call incomplete files,W_Personal Loan collection)",segment,2016-06-23 00:00:00+00:00,10598107.266000032
5_1,"wt-High-(W_Call incomplete files,W_Personal Loan collection)",segment,2016-06-24 00:00:00+00:00,10684507.266000032
5_1,"wt-High-(W_Call incomplete files,W_Personal Loan collection)",segment,2016-06-25 00:00:00+00:00,10770907.266000032
5_1,"wt-High-(W_Call incomplete files,W_Personal Loan collection)",segment,2016-06-26 00:00:00+00:00,10857307.266000032
5_1,"wt-High-(W_Call incomplete files,W_Personal Loan collection)",segment,2016-06-27 00:00:00+00:00,10943707.266000032
5_1,"wt-High-(W_Call incomplete files,W_Personal Loan collection)",segment,2016-06-28 00:00:00+00:00,11030107.266000032
5_1,"wt-High-(W_Call incomplete files,W_Personal Loan collection)",segment,2016-06-29 00:00:00+00:00,11116507.266000032
5_1,"wt-High-(W_Call incomplete files,W_Personal Loan collection)",segment,2016-06-30 00:00:00+00:00,11202907.266000032
5_1,"wt-High-(W_Call incomplete files,W_Personal Loan collection)",segment,2016-07-01 00:00:00+00:00,11289307.266000032
5_1,"wt-High-(W_Call incomplete files,W_Personal Loan collection)",segment,2016-07-02 00:00:00+00:00,11375707.266000032
5_1,"wt-High-(W_Call incomplete files,W_Personal Loan collection)",segment,2016-07-03 00:00:00+00:00,11525807.177999973
6_1,"wt-High-(O_Sent (mail and online),O_Create Offer)",segment,2016-03-07 00:00:00+00:00,1075003.1489999294
6_1,"wt-High-(O_Sent (mail and online),O_Create Offer)",segment,2016-03-08 00:00:00+00:00,1161403.1489999294
6_1,"wt-High-(O_Sent (mail and online),O_Create Offer)",segment,2016-03-09 00:00:00+00:00,1247803.1489999294
6_1,"wt-High-(O_Sent (mail and online),O_Create Offer)",segment,2016-03-10 00:00:00+00:00,1334203.1489999294
6_1,"wt-High-(O_Sent (mail and online),O_Create Offer)",segment,2016-03-11 00:00:00+00:00,1420603.1489999294
6_1,"wt-High-(O_Sent (mail and online),O_Create Offer)",segment,2016-03-12 00:00:00+00:00,1507003.1489999294
6_1,"wt-High-(O_Sent (mail and online),O_Create Offer)",segment,2016-03-13 00:00:00+00:00,1593403.1489999294
6_1,"wt-High-(O_Sent (mail and online),O_Create Offer)",segment,2016-03-14 00:00:00+00:00,1679803.1489999294
6_1,"wt-High-(O_Sent (mail and online),O_Create Offer)",segment,2016-03-15 00:00:00+00:00,1766203.1489999294
6_1,"wt-High-(O_Sent (mail and online),O_Create Offer)",segment,2016-03-16 00:00:00+00:00,1852603.1489999294
6_1,"wt-High-(O_Sent (mail and online),O_Create Offer)",segment,2016-03-17 00:00:00+00:00,1939003.1489999294
6_1,"wt-High-(O_Sent (mail and online),O_Create Offer)",segment,2016-03-18 00:00:00+00:00,2025403.1489999294
6_1,"wt-High-(O_Sent (mail and online),O_Create Offer)",segment,2016-03-19 00:00:00+00:00,2111803.1489999294
6_1,"wt-High-(O_Sent (mail and online),O_Create Offer)",segment,2016-03-20 00:00:00+00:00,2240485.5089998245
7_1,"wt-High-(O_Sent (mail and online),W_Call after offers)",segment,2016-03-12 00:00:00+00:00,1693823.5899999142
7_1,"wt-High-(O_Sent (mail and online),W_Call after offers)",segment,2016-03-13 00:00:00+00:00,1780223.5899999142
7_1,"wt-High-(O_Sent (mail and online),W_Call after offers)",segment,2016-03-14 00:00:00+00:00,1899508.246999979
8_1,"wt-High-(W_Call incomplete files,O_Accepted)",segment,2016-03-18 00:00:00+00:00,1041100.5171428749
8_1,"wt-High-(W_Call incomplete files,O_Accepted)",segment,2016-03-19 00:00:00+00:00,1127500.517142875
8_1,"wt-High-(W_Call incomplete files,O_Accepted)",segment,2016-03-20 00:00:00+00:00,1213900.517142875
8_1,"wt-High-(W_Call incomplete files,O_Accepted)",segment,2016-03-21 00:00:00+00:00,1162931.8515000045
9_1,to-exec-High-W_Call incomplete files,activity,2016-03-20 00:00:00+00:00,31.0
9_1,to-exec-High-W_Call incomplete files,activity,2016-03-21 00:00:00+00:00,47.0
10_1,to-exec-High-W_Call incomplete files,activity,2016-03-23 00:00:00+00:00,38.0
11_1,"wt-High-(W_Call after offers,O_Create Offer)",segment,2016-03-23 00:00:00+00:00,1140944.6789999008
12_1,to-exec-High-W_Call incomplete files,activity,2016-03-27 00:00:00+00:00,25.0
13_1,to-exec-High-W_Call incomplete files,activity,2016-03-31 00:00:00+00:00,33.0
14_1,"wt-High-(O_Sent (online only),W_Call after offers)",segment,2016-04-05 00:00:00+00:00,1065575.865999937
14_1,"wt-High-(O_Sent (online only),W_Call after offers)",segment,2016-04-06 00:00:00+00:00,1151975.865999937
14_1,"wt-High-(O_Sent (online only),W_Call after offers)",segment,2016-04-07 00:00:00+00:00,1238375.865999937
14_1,"wt-High-(O_Sent (online only),W_Call after offers)",segment,2016-04-08 00:00:00+00:00,1324775.865999937
14_1,"wt-High-(O_Sent (online only),W_Call after offers)",segment,2016-04-09 00:00:00+00:00,1411175.865999937
14_1,"wt-High-(O_Sent (online only),W_Call after offers)",segment,2016-04-10 00:00:00+00:00,1497575.865999937
14_1,"wt-High-(O_Sent (online only),W_Call after offers)",segment,2016-04-11 00:00:00+00:00,1583975.865999937
14_1,"wt-High-(O_Sent (online only),W_Call after offers)",segment,2016-04-12 00:00:00+00:00,1670375.865999937
14_1,"wt-High-(O_Sent (online only),W_Call after offers)",segment,2016-04-13 00:00:00+00:00,1756775.865999937
14_1,"wt-High-(O_Sent (online only),W_Call after offers)",segment,2016-04-14 00:00:00+00:00,1875345.3959999084
15_1,"wt-High-(W_Call incomplete files,W_Call incomplete files)",segment,2016-04-05 00:00:00+00:00,1123756.3128750026
16_1,"wt-High-(W_Call incomplete files,W_Call incomplete files)",segment,2016-04-08 00:00:00+00:00,1127872.8932856831
16_1,"wt-High-(W_Call incomplete files,W_Call incomplete files)",segment,2016-04-09 00:00:00+00:00,1214272.8932856831
17_1,"wt-High-(W_Call incomplete files,W_Call incomplete files)",segment,2016-04-11 00:00:00+00:00,1114502.6464999318
17_1,"wt-High-(W_Call incomplete files,W_Call incomplete files)",segment,2016-04-12 00:00:00+00:00,1174827.139599943
17_1,"wt-High-(W_Call incomplete files,W_Call incomplete files)",segment,2016-04-13 00:00:00+00:00,1261227.139599943
18_1,"wt-High-(W_Call incomplete files,W_Call incomplete files)",segment,2016-05-14 00:00:00+00:00,1064002.1299999952
19_1,to-exec-High-W_Call incomplete files,activity,2016-05-18 00:00:00+00:00,28.0
20_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-07-18 00:00:00+00:00,1058178.1119999886
20_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-07-19 00:00:00+00:00,1144578.1119999886
20_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-07-20 00:00:00+00:00,1230978.1119999886
20_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-07-21 00:00:00+00:00,1317378.1119999886
20_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-07-22 00:00:00+00:00,1403778.1119999886
20_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-07-23 00:00:00+00:00,1490178.1119999886
20_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-07-24 00:00:00+00:00,1576578.1119999886
20_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-07-25 00:00:00+00:00,1662978.1119999886
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-08-08 00:00:00+00:00,1080587.3800001144
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-08-09 00:00:00+00:00,1166987.3800001144
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-08-10 00:00:00+00:00,1253387.3800001144
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-08-11 00:00:00+00:00,1339787.3800001144
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-08-12 00:00:00+00:00,1426187.3800001144
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-08-13 00:00:00+00:00,1512587.3800001144
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-08-14 00:00:00+00:00,1598987.3800001144
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-08-15 00:00:00+00:00,1685387.3800001144
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-08-16 00:00:00+00:00,1771787.3800001144
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-08-17 00:00:00+00:00,1858187.3800001144
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-08-18 00:00:00+00:00,1944587.3800001144
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-08-19 00:00:00+00:00,2030987.3800001144
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-08-20 00:00:00+00:00,2117387.3800001144
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-08-21 00:00:00+00:00,2203787.3800001144
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-08-22 00:00:00+00:00,2290187.3800001144
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-08-23 00:00:00+00:00,2376587.3800001144
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-08-24 00:00:00+00:00,2462987.3800001144
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-08-25 00:00:00+00:00,2549387.3800001144
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-08-26 00:00:00+00:00,2635787.3800001144
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-08-27 00:00:00+00:00,2722187.3800001144
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-08-28 00:00:00+00:00,2808587.3800001144
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-08-29 00:00:00+00:00,2894987.3800001144
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-08-30 00:00:00+00:00,2981387.3800001144
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-08-31 00:00:00+00:00,3067787.3800001144
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-09-01 00:00:00+00:00,3154187.3800001144
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-09-02 00:00:00+00:00,3240587.3800001144
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-09-03 00:00:00+00:00,3326987.3800001144
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-09-04 00:00:00+00:00,3413387.3800001144
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-09-05 00:00:00+00:00,3499787.3800001144
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-09-06 00:00:00+00:00,3586187.3800001144
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-09-07 00:00:00+00:00,3672587.3800001144
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-09-08 00:00:00+00:00,3758987.3800001144
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-09-09 00:00:00+00:00,3845387.3800001144
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-09-10 00:00:00+00:00,3931787.3800001144
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-09-11 00:00:00+00:00,4018187.3800001144
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-09-12 00:00:00+00:00,4104587.3800001144
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-09-13 00:00:00+00:00,4190987.3800001144
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-09-14 00:00:00+00:00,4277387.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-09-15 00:00:00+00:00,4363787.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-09-16 00:00:00+00:00,4450187.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-09-17 00:00:00+00:00,4536587.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-09-18 00:00:00+00:00,4622987.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-09-19 00:00:00+00:00,4709387.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-09-20 00:00:00+00:00,4795787.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-09-21 00:00:00+00:00,4882187.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-09-22 00:00:00+00:00,4968587.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-09-23 00:00:00+00:00,5054987.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-09-24 00:00:00+00:00,5141387.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-09-25 00:00:00+00:00,5227787.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-09-26 00:00:00+00:00,5314187.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-09-27 00:00:00+00:00,5400587.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-09-28 00:00:00+00:00,5486987.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-09-29 00:00:00+00:00,5573387.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-09-30 00:00:00+00:00,5659787.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-10-01 00:00:00+00:00,5746187.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-10-02 00:00:00+00:00,5832587.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-10-03 00:00:00+00:00,5918987.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-10-04 00:00:00+00:00,6005387.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-10-05 00:00:00+00:00,6091787.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-10-06 00:00:00+00:00,6178187.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-10-07 00:00:00+00:00,6264587.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-10-08 00:00:00+00:00,6350987.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-10-09 00:00:00+00:00,6437387.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-10-10 00:00:00+00:00,6523787.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-10-11 00:00:00+00:00,6610187.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-10-12 00:00:00+00:00,6696587.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-10-13 00:00:00+00:00,6782987.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-10-14 00:00:00+00:00,6869387.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-10-15 00:00:00+00:00,6955787.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-10-16 00:00:00+00:00,7042187.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-10-17 00:00:00+00:00,7128587.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-10-18 00:00:00+00:00,7214987.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-10-19 00:00:00+00:00,7301387.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-10-20 00:00:00+00:00,7387787.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-10-21 00:00:00+00:00,7474187.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-10-22 00:00:00+00:00,7560587.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-10-23 00:00:00+00:00,7646987.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-10-24 00:00:00+00:00,7733387.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-10-25 00:00:00+00:00,7819787.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-10-26 00:00:00+00:00,7906187.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-10-27 00:00:00+00:00,7992587.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-10-28 00:00:00+00:00,8078987.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-10-29 00:00:00+00:00,8165387.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-10-30 00:00:00+00:00,8251787.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-10-31 00:00:00+00:00,8338187.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-11-01 00:00:00+00:00,8424587.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-11-02 00:00:00+00:00,8510987.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-11-03 00:00:00+00:00,8597387.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-11-04 00:00:00+00:00,8683787.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-11-05 00:00:00+00:00,8770187.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-11-06 00:00:00+00:00,8856587.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-11-07 00:00:00+00:00,8942987.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-11-08 00:00:00+00:00,9029387.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-11-09 00:00:00+00:00,9115787.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-11-10 00:00:00+00:00,9202187.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-11-11 00:00:00+00:00,9288587.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-11-12 00:00:00+00:00,9374987.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-11-13 00:00:00+00:00,9461387.380000114
21_1,"wt-High-(W_Personal Loan collection,W_Personal Loan collection)",segment,2016-11-14 00:00:00+00:00,4795852.335000038
0_2,to-exec-High-W_Handle leads,activity,2016-02-04 00:00:00+00:00,105.0
0_2,to-exec-High-W_Call after offers,activity,2016-02-04 00:00:00+00:00,121.0
0_2,to-exec-High-W_Complete application,activity,2016-02-04 00:00:00+00:00,199.0
0_2,do-High-User_1,resource,2016-02-04 00:00:00+00:00,240.0
0_2,busy-High-User_1,resource,2016-02-04 00:00:00+00:00,240.0
0_2,"workload-High-(A_Create Application,A_Submitted)",segment,2016-02-04 00:00:00+00:00,45.0
0_2,"workload-High-(A_Submitted,W_Handle leads)",segment,2016-02-04 00:00:00+00:00,45.0
0_2,exec-High-W_Complete application,activity,2016-02-05 00:00:00+00:00,194.0
0_2,to-exec-High-W_Handle leads,activity,2016-02-05 00:00:00+00:00,103.0
0_2,to-exec-High-W_Call after offers,activity,2016-02-05 00:00:00+00:00,140.0
0_2,to-exec-High-W_Complete application,activity,2016-02-05 00:00:00+00:00,253.0
0_2,do-High-User_1,resource,2016-02-05 00:00:00+00:00,264.0
0_2,busy-High-User_1,resource,2016-02-05 00:00:00+00:00,264.0
0_2,"enter-High-(W_Complete application,W_Complete application)",segment,2016-02-05 00:00:00+00:00,86.0
0_2,"cross-High-(W_Complete application,W_Complete application)",segment,2016-02-05 00:00:00+00:00,95.0
0_2,"cross-High-(W_Call after offers,W_Call after offers)",segment,2016-02-05 00:00:00+00:00,82.0
0_2,"workload-High-(A_Create Application,A_Submitted)",segment,2016-02-05 00:00:00+00:00,46.0
0_2,"workload-High-(W_Complete application,A_Concept)",segment,2016-02-05 00:00:00+00:00,10.2
0_2,"workload-High-(W_Handle leads,W_Complete application)",segment,2016-02-05 00:00:00+00:00,23.5
0_2,"workload-High-(A_Submitted,W_Handle leads)",segment,2016-02-05 00:00:00+00:00,46.0
0_2,"workload-High-(W_Handle leads,W_Handle leads)",segment,2016-02-05 00:00:00+00:00,24.5
0_2,to-exec-High-W_Handle leads,activity,2016-02-06 00:00:00+00:00,111.0
0_2,to-exec-High-W_Complete application,activity,2016-02-06 00:00:00+00:00,152.0
0_2,do-High-User_1,resource,2016-02-06 00:00:00+00:00,312.0
0_2,busy-High-User_1,resource,2016-02-06 00:00:00+00:00,312.0
0_2,"cross-High-(A_Concept,W_Complete application)",segment,2016-02-06 00:00:00+00:00,81.0
0_2,"workload-High-(A_Create Application,A_Submitted)",segment,2016-02-06 00:00:00+00:00,54.0
0_2,"workload-High-(W_Complete application,A_Concept)",segment,2016-02-06 00:00:00+00:00,50.0
0_2,"workload-High-(W_Handle leads,W_Complete application)",segment,2016-02-06 00:00:00+00:00,50.0
0_2,"workload-High-(A_Submitted,W_Handle leads)",segment,2016-02-06 00:00:00+00:00,54.0
0_2,"workload-High-(W_Handle leads,W_Handle leads)",segment,2016-02-06 00:00:00+00:00,50.0
0_2,exec-High-W_Call after offers,activity,2016-02-07 00:00:00+00:00,214.0
0_2,exec-High-W_Complete application,activity,2016-02-07 00:00:00+00:00,359.0
0_2,to-exec-High-W_Handle leads,activity,2016-02-07 00:00:00+00:00,157.0
0_2,to-exec-High-W_Call after offers,activity,2016-02-07 00:00:00+00:00,333.0
0_2,to-exec-High-W_Complete application,activity,2016-02-07 00:00:00+00:00,519.0
0_2,to-exec-High-A_Create Application,activity,2016-02-07 00:00:00+00:00,120.0
0_2,to-exec-High-A_Concept,activity,2016-02-07 00:00:00+00:00,124.0
0_2,do-High-User_1,resource,2016-02-07 00:00:00+00:00,398.0
0_2,busy-High-User_1,resource,2016-02-07 00:00:00+00:00,398.0
0_2,busy-High-User_49,resource,2016-02-07 00:00:00+00:00,119.0
0_2,busy-High-User_13,resource,2016-02-07 00:00:00+00:00,136.0
0_2,busy-High-User_5,resource,2016-02-07 00:00:00+00:00,112.0
0_2,busy-High-User_38,resource,2016-02-07 00:00:00+00:00,124.0
0_2,busy-High-User_35,resource,2016-02-07 00:00:00+00:00,135.0
0_2,"enter-High-(W_Complete application,W_Complete application)",segment,2016-02-07 00:00:00+00:00,159.0
0_2,"enter-High-(A_Concept,W_Complete application)",segment,2016-02-07 00:00:00+00:00,90.0
0_2,"enter-High-(W_Call after offers,W_Call after offers)",segment,2016-02-07 00:00:00+00:00,138.0
0_2,"enter-High-(W_Complete application,A_Concept)",segment,2016-02-07 00:00:00+00:00,97.0
0_2,"enter-High-(W_Handle leads,W_Handle leads)",segment,2016-02-07 00:00:00+00:00,82.0
0_2,"exit-High-(W_Complete application,W_Complete application)",segment,2016-02-07 00:00:00+00:00,134.0
0_2,"exit-High-(W_Complete application,A_Concept)",segment,2016-02-07 00:00:00+00:00,97.0
0_2,"exit-High-(W_Handle leads,W_Handle leads)",segment,2016-02-07 00:00:00+00:00,86.0
0_2,"cross-High-(W_Complete application,W_Complete application)",segment,2016-02-07 00:00:00+00:00,179.0
0_2,"cross-High-(A_Concept,W_Complete application)",segment,2016-02-07 00:00:00+00:00,171.0
0_2,"cross-High-(W_Call after offers,W_Call after offers)",segment,2016-02-07 00:00:00+00:00,191.0
0_2,"cross-High-(W_Complete application,A_Concept)",segment,2016-02-07 00:00:00+00:00,97.0
0_2,"cross-High-(W_Handle leads,W_Handle leads)",segment,2016-02-07 00:00:00+00:00,88.0
0_2,"workload-High-(W_Complete application,W_Complete application)",segment,2016-02-07 00:00:00+00:00,9.666666666666666
0_2,"workload-High-(A_Create Application,A_Submitted)",segment,2016-02-07 00:00:00+00:00,68.0
0_2,"workload-High-(W_Handle leads,W_Complete application)",segment,2016-02-07 00:00:00+00:00,24.0
0_2,"workload-High-(A_Submitted,W_Handle leads)",segment,2016-02-07 00:00:00+00:00,68.0
0_2,"workload-High-(W_Handle leads,W_Handle leads)",segment,2016-02-07 00:00:00+00:00,18.75
0_2,exec-High-W_Call after offers,activity,2016-02-08 00:00:00+00:00,428.0
0_2,exec-High-W_Complete application,activity,2016-02-08 00:00:00+00:00,555.0
0_2,to-exec-High-A_Complete,activity,2016-02-08 00:00:00+00:00,123.0
0_2,to-exec-High-O_Sent (mail and online),activity,2016-02-08 00:00:00+00:00,139.0
0_2,to-exec-High-W_Handle leads,activity,2016-02-08 00:00:00+00:00,112.0
0_2,to-exec-High-W_Call after offers,activity,2016-02-08 00:00:00+00:00,651.0
0_2,to-exec-High-W_Complete application,activity,2016-02-08 00:00:00+00:00,674.0
0_2,to-exec-High-O_Create Offer,activity,2016-02-08 00:00:00+00:00,153.0
0_2,to-exec-High-O_Created,activity,2016-02-08 00:00:00+00:00,146.0
0_2,to-exec-High-A_Accepted,activity,2016-02-08 00:00:00+00:00,141.0
0_2,do-High-User_1,resource,2016-02-08 00:00:00+00:00,265.0
0_2,do-High-User_49,resource,2016-02-08 00:00:00+00:00,177.0
0_2,do-High-User_13,resource,2016-02-08 00:00:00+00:00,149.0
0_2,do-High-User_4,resource,2016-02-08 00:00:00+00:00,162.0
0_2,todo-High-User_24,resource,2016-02-08 00:00:00+00:00,55.0
0_2,todo-High-User_3,resource,2016-02-08 00:00:00+00:00,47.0
0_2,todo-High-User_18,resource,2016-02-08 00:00:00+00:00,40.0
0_2,busy-High-User_1,resource,2016-02-08 00:00:00+00:00,274.0
0_2,busy-High-User_37,resource,2016-02-08 00:00:00+00:00,159.0
