,Length,Frequency,Path,Part&under10,Part&10to30,Part&over30,NonPart&under10,NonPart&10to30,NonPart&over30,p
76,5,17,"(('enter', ('W_Call after offers|ate_abort', 'W_Validate application|schedule')), ('enter', ('W_Validate application|schedule', 'W_Validate application|start')), ('exit', ('W_Validate application|start', 'A_Validating')), ('enter', ('A_Validating', 'O_Returned')), ('enter', ('O_Returned', 'W_Validate application|suspend')))",514,1311,279,4359,8297,1870,7.138838228337718e-07
77,5,17,"(('enter', ('W_Call after offers|ate_abort', 'W_Validate application|schedule')), ('enter', ('W_Validate application|schedule', 'W_Validate application|start')), ('exit', ('W_Validate application|start', 'A_Validating')), ('enter', ('A_Validating', 'O_Returned')), ('exit', ('O_Returned', 'W_Validate application|suspend')))",514,1311,279,4359,8297,1870,7.138838228337718e-07
78,5,17,"(('enter', ('W_Call after offers|ate_abort', 'W_Validate application|schedule')), ('enter', ('W_Validate application|schedule', 'W_Validate application|start')), ('exit', ('W_Validate application|start', 'A_Validating')), ('exit', ('A_Validating', 'O_Returned')), ('enter', ('O_Returned', 'W_Validate application|suspend')))",514,1311,279,4359,8297,1870,7.138838228337718e-07
79,5,17,"(('enter', ('W_Call after offers|ate_abort', 'W_Validate application|schedule')), ('enter', ('W_Validate application|schedule', 'W_Validate application|start')), ('exit', ('W_Validate application|start', 'A_Validating')), ('exit', ('A_Validating', 'O_Returned')), ('exit', ('O_Returned', 'W_Validate application|suspend')))",514,1311,279,4359,8297,1870,7.138838228337718e-07
80,5,17,"(('enter', ('W_Call after offers|ate_abort', 'W_Validate application|schedule')), ('exit', ('W_Validate application|schedule', 'W_Validate application|start')), ('enter', ('W_Validate application|start', 'A_Validating')), ('enter', ('A_Validating', 'O_Returned')), ('enter', ('O_Returned', 'W_Validate application|suspend')))",514,1311,279,4359,8297,1870,7.138838228337718e-07
81,5,17,"(('enter', ('W_Call after offers|ate_abort', 'W_Validate application|schedule')), ('exit', ('W_Validate application|schedule', 'W_Validate application|start')), ('enter', ('W_Validate application|start', 'A_Validating')), ('enter', ('A_Validating', 'O_Returned')), ('exit', ('O_Returned', 'W_Validate application|suspend')))",514,1311,279,4359,8297,1870,7.138838228337718e-07
82,5,17,"(('enter', ('W_Call after offers|ate_abort', 'W_Validate application|schedule')), ('exit', ('W_Validate application|schedule', 'W_Validate application|start')), ('enter', ('W_Validate application|start', 'A_Validating')), ('exit', ('A_Validating', 'O_Returned')), ('enter', ('O_Returned', 'W_Validate application|suspend')))",514,1311,279,4359,8297,1870,7.138838228337718e-07
83,5,17,"(('enter', ('W_Call after offers|ate_abort', 'W_Validate application|schedule')), ('exit', ('W_Validate application|schedule', 'W_Validate application|start')), ('enter', ('W_Validate application|start', 'A_Validating')), ('exit', ('A_Validating', 'O_Returned')), ('exit', ('O_Returned', 'W_Validate application|suspend')))",514,1311,279,4359,8297,1870,7.138838228337718e-07
84,5,17,"(('enter', ('W_Call after offers|ate_abort', 'W_Validate application|schedule')), ('exit', ('W_Validate application|schedule', 'W_Validate application|start')), ('exit', ('W_Validate application|start', 'A_Validating')), ('enter', ('A_Validating', 'O_Returned')), ('enter', ('O_Returned', 'W_Validate application|suspend')))",514,1311,279,4359,8297,1870,7.138838228337718e-07
85,5,17,"(('enter', ('W_Call after offers|ate_abort', 'W_Validate application|schedule')), ('exit', ('W_Validate application|schedule', 'W_Validate application|start')), ('exit', ('W_Validate application|start', 'A_Validating')), ('enter', ('A_Validating', 'O_Returned')), ('exit', ('O_Returned', 'W_Validate application|suspend')))",514,1311,279,4359,8297,1870,7.138838228337718e-07
86,5,17,"(('enter', ('W_Call after offers|ate_abort', 'W_Validate application|schedule')), ('exit', ('W_Validate application|schedule', 'W_Validate application|start')), ('exit', ('W_Validate application|start', 'A_Validating')), ('exit', ('A_Validating', 'O_Returned')), ('enter', ('O_Returned', 'W_Validate application|suspend')))",514,1311,279,4359,8297,1870,7.138838228337718e-07
87,5,17,"(('enter', ('W_Call after offers|ate_abort', 'W_Validate application|schedule')), ('exit', ('W_Validate application|schedule', 'W_Validate application|start')), ('exit', ('W_Validate application|start', 'A_Validating')), ('exit', ('A_Validating', 'O_Returned')), ('exit', ('O_Returned', 'W_Validate application|suspend')))",514,1311,279,4359,8297,1870,7.138838228337718e-07
88,4,18,"(('enter', ('W_Validate application|schedule', 'W_Validate application|start')), ('enter', ('W_Validate application|start', 'A_Validating')), ('enter', ('A_Validating', 'O_Returned')), ('enter', ('O_Returned', 'W_Validate application|suspend')))",555,1407,302,4961,9154,2067,1.2760273726541982e-08
89,4,18,"(('enter', ('W_Validate application|schedule', 'W_Validate application|start')), ('enter', ('W_Validate application|start', 'A_Validating')), ('enter', ('A_Validating', 'O_Returned')), ('exit', ('O_Returned', 'W_Validate application|suspend')))",555,1407,302,4961,9154,2067,1.2760273726541982e-08
90,4,18,"(('enter', ('W_Validate application|schedule', 'W_Validate application|start')), ('enter', ('W_Validate application|start', 'A_Validating')), ('exit', ('A_Validating', 'O_Returned')), ('enter', ('O_Returned', 'W_Validate application|suspend')))",555,1407,302,4961,9154,2067,1.2760273726541982e-08
91,4,18,"(('enter', ('W_Validate application|schedule', 'W_Validate application|start')), ('enter', ('W_Validate application|start', 'A_Validating')), ('exit', ('A_Validating', 'O_Returned')), ('exit', ('O_Returned', 'W_Validate application|suspend')))",555,1407,302,4961,9154,2067,1.2760273726541982e-08
92,4,18,"(('enter', ('W_Validate application|schedule', 'W_Validate application|start')), ('exit', ('W_Validate application|start', 'A_Validating')), ('enter', ('A_Validating', 'O_Returned')), ('enter', ('O_Returned', 'W_Validate application|suspend')))",555,1407,302,4961,9154,2067,1.2760273726541982e-08
93,4,18,"(('enter', ('W_Validate application|schedule', 'W_Validate application|start')), ('exit', ('W_Validate application|start', 'A_Validating')), ('enter', ('A_Validating', 'O_Returned')), ('exit', ('O_Returned', 'W_Validate application|suspend')))",555,1407,302,4961,9154,2067,1.2760273726541982e-08
94,4,18,"(('enter', ('W_Validate application|schedule', 'W_Validate application|start')), ('exit', ('W_Validate application|start', 'A_Validating')), ('exit', ('A_Validating', 'O_Returned')), ('enter', ('O_Returned', 'W_Validate application|suspend')))",555,1407,302,4961,9154,2067,1.2760273726541982e-08
95,4,18,"(('enter', ('W_Validate application|schedule', 'W_Validate application|start')), ('exit', ('W_Validate application|start', 'A_Validating')), ('exit', ('A_Validating', 'O_Returned')), ('exit', ('O_Returned', 'W_Validate application|suspend')))",555,1407,302,4961,9154,2067,1.2760273726541982e-08
96,3,18,"(('enter', ('W_Validate application|start', 'A_Validating')), ('enter', ('A_Validating', 'O_Returned')), ('enter', ('O_Returned', 'W_Validate application|suspend')))",555,1407,302,4961,9154,2067,1.2760273726541982e-08
97,3,18,"(('enter', ('W_Validate application|start', 'A_Validating')), ('enter', ('A_Validating', 'O_Returned')), ('exit', ('O_Returned', 'W_Validate application|suspend')))",555,1407,302,4961,9154,2067,1.2760273726541982e-08
98,3,18,"(('enter', ('W_Validate application|start', 'A_Validating')), ('exit', ('A_Validating', 'O_Returned')), ('enter', ('O_Returned', 'W_Validate application|suspend')))",555,1407,302,4961,9154,2067,1.2760273726541982e-08
99,3,18,"(('enter', ('W_Validate application|start', 'A_Validating')), ('exit', ('A_Validating', 'O_Returned')), ('exit', ('O_Returned', 'W_Validate application|suspend')))",555,1407,302,4961,9154,2067,1.2760273726541982e-08
100,2,14,"(('enter', ('A_Validating', 'O_Returned')), ('workload', ('O_Returned', 'W_Validate application|suspend')))",448,1019,244,5067,9542,2125,0.0012305759755285584
101,1,12,"(('enter', ('W_Validate application|suspend', 'W_Validate application|resume')),)",313,1057,312,2376,5875,1536,5.546202365147579e-07
102,5,17,"(('exit', ('W_Call after offers|ate_abort', 'W_Validate application|schedule')), ('enter', ('W_Validate application|schedule', 'W_Validate application|start')), ('enter', ('W_Validate application|start', 'A_Validating')), ('enter', ('A_Validating', 'O_Returned')), ('enter', ('O_Returned', 'W_Validate application|suspend')))",514,1311,279,4359,8297,1870,7.138838228337718e-07
103,5,17,"(('exit', ('W_Call after offers|ate_abort', 'W_Validate application|schedule')), ('enter', ('W_Validate application|schedule', 'W_Validate application|start')), ('enter', ('W_Validate application|start', 'A_Validating')), ('enter', ('A_Validating', 'O_Returned')), ('exit', ('O_Returned', 'W_Validate application|suspend')))",514,1311,279,4359,8297,1870,7.138838228337718e-07
104,5,17,"(('exit', ('W_Call after offers|ate_abort', 'W_Validate application|schedule')), ('enter', ('W_Validate application|schedule', 'W_Validate application|start')), ('enter', ('W_Validate application|start', 'A_Validating')), ('exit', ('A_Validating', 'O_Returned')), ('enter', ('O_Returned', 'W_Validate application|suspend')))",514,1311,279,4359,8297,1870,7.138838228337718e-07
105,5,17,"(('exit', ('W_Call after offers|ate_abort', 'W_Validate application|schedule')), ('enter', ('W_Validate application|schedule', 'W_Validate application|start')), ('enter', ('W_Validate application|start', 'A_Validating')), ('exit', ('A_Validating', 'O_Returned')), ('exit', ('O_Returned', 'W_Validate application|suspend')))",514,1311,279,4359,8297,1870,7.138838228337718e-07
106,5,17,"(('exit', ('W_Call after offers|ate_abort', 'W_Validate application|schedule')), ('enter', ('W_Validate application|schedule', 'W_Validate application|start')), ('exit', ('W_Validate application|start', 'A_Validating')), ('enter', ('A_Validating', 'O_Returned')), ('enter', ('O_Returned', 'W_Validate application|suspend')))",514,1311,279,4359,8297,1870,7.138838228337718e-07
107,5,17,"(('exit', ('W_Call after offers|ate_abort', 'W_Validate application|schedule')), ('enter', ('W_Validate application|schedule', 'W_Validate application|start')), ('exit', ('W_Validate application|start', 'A_Validating')), ('enter', ('A_Validating', 'O_Returned')), ('exit', ('O_Returned', 'W_Validate application|suspend')))",514,1311,279,4359,8297,1870,7.138838228337718e-07
108,5,17,"(('exit', ('W_Call after offers|ate_abort', 'W_Validate application|schedule')), ('enter', ('W_Validate application|schedule', 'W_Validate application|start')), ('exit', ('W_Validate application|start', 'A_Validating')), ('exit', ('A_Validating', 'O_Returned')), ('enter', ('O_Returned', 'W_Validate application|suspend')))",514,1311,279,4359,8297,1870,7.138838228337718e-07
109,5,17,"(('exit', ('W_Call after offers|ate_abort', 'W_Validate application|schedule')), ('enter', ('W_Validate application|schedule', 'W_Validate application|start')), ('exit', ('W_Validate application|start', 'A_Validating')), ('exit', ('A_Validating', 'O_Returned')), ('exit', ('O_Returned', 'W_Validate application|suspend')))",514,1311,279,4359,8297,1870,7.138838228337718e-07
110,5,17,"(('exit', ('W_Call after offers|ate_abort', 'W_Validate application|schedule')), ('exit', ('W_Validate application|schedule', 'W_Validate application|start')), ('enter', ('W_Validate application|start', 'A_Validating')), ('enter', ('A_Validating', 'O_Returned')), ('enter', ('O_Returned', 'W_Validate application|suspend')))",514,1311,279,4359,8297,1870,7.138838228337718e-07
111,5,17,"(('exit', ('W_Call after offers|ate_abort', 'W_Validate application|schedule')), ('exit', ('W_Validate application|schedule', 'W_Validate application|start')), ('enter', ('W_Validate application|start', 'A_Validating')), ('enter', ('A_Validating', 'O_Returned')), ('exit', ('O_Returned', 'W_Validate application|suspend')))",514,1311,279,4359,8297,1870,7.138838228337718e-07
112,5,17,"(('exit', ('W_Call after offers|ate_abort', 'W_Validate application|schedule')), ('exit', ('W_Validate application|schedule', 'W_Validate application|start')), ('enter', ('W_Validate application|start', 'A_Validating')), ('exit', ('A_Validating', 'O_Returned')), ('enter', ('O_Returned', 'W_Validate application|suspend')))",514,1311,279,4359,8297,1870,7.138838228337718e-07
113,5,17,"(('exit', ('W_Call after offers|ate_abort', 'W_Validate application|schedule')), ('exit', ('W_Validate application|schedule', 'W_Validate application|start')), ('enter', ('W_Validate application|start', 'A_Validating')), ('exit', ('A_Validating', 'O_Returned')), ('exit', ('O_Returned', 'W_Validate application|suspend')))",514,1311,279,4359,8297,1870,7.138838228337718e-07
114,5,17,"(('exit', ('W_Call after offers|ate_abort', 'W_Validate application|schedule')), ('exit', ('W_Validate application|schedule', 'W_Validate application|start')), ('exit', ('W_Validate application|start', 'A_Validating')), ('enter', ('A_Validating', 'O_Returned')), ('enter', ('O_Returned', 'W_Validate application|suspend')))",514,1311,279,4359,8297,1870,7.138838228337718e-07
115,5,17,"(('exit', ('W_Call after offers|ate_abort', 'W_Validate application|schedule')), ('exit', ('W_Validate application|schedule', 'W_Validate application|start')), ('exit', ('W_Validate application|start', 'A_Validating')), ('enter', ('A_Validating', 'O_Returned')), ('exit', ('O_Returned', 'W_Validate application|suspend')))",514,1311,279,4359,8297,1870,7.138838228337718e-07
116,5,17,"(('exit', ('W_Call after offers|ate_abort', 'W_Validate application|schedule')), ('exit', ('W_Validate application|schedule', 'W_Validate application|start')), ('exit', ('W_Validate application|start', 'A_Validating')), ('exit', ('A_Validating', 'O_Returned')), ('enter', ('O_Returned', 'W_Validate application|suspend')))",514,1311,279,4359,8297,1870,7.138838228337718e-07
117,5,17,"(('exit', ('W_Call after offers|ate_abort', 'W_Validate application|schedule')), ('exit', ('W_Validate application|schedule', 'W_Validate application|start')), ('exit', ('W_Validate application|start', 'A_Validating')), ('exit', ('A_Validating', 'O_Returned')), ('exit', ('O_Returned', 'W_Validate application|suspend')))",514,1311,279,4359,8297,1870,7.138838228337718e-07
118,4,18,"(('exit', ('W_Validate application|schedule', 'W_Validate application|start')), ('enter', ('W_Validate application|start', 'A_Validating')), ('enter', ('A_Validating', 'O_Returned')), ('enter', ('O_Returned', 'W_Validate application|suspend')))",555,1407,302,4961,9154,2067,1.2760273726541982e-08
119,4,18,"(('exit', ('W_Validate application|schedule', 'W_Validate application|start')), ('enter', ('W_Validate application|start', 'A_Validating')), ('enter', ('A_Validating', 'O_Returned')), ('exit', ('O_Returned', 'W_Validate application|suspend')))",555,1407,302,4961,9154,2067,1.2760273726541982e-08
120,4,18,"(('exit', ('W_Validate application|schedule', 'W_Validate application|start')), ('enter', ('W_Validate application|start', 'A_Validating')), ('exit', ('A_Validating', 'O_Returned')), ('enter', ('O_Returned', 'W_Validate application|suspend')))",555,1407,302,4961,9154,2067,1.2760273726541982e-08
121,4,18,"(('exit', ('W_Validate application|schedule', 'W_Validate application|start')), ('enter', ('W_Validate application|start', 'A_Validating')), ('exit', ('A_Validating', 'O_Returned')), ('exit', ('O_Returned', 'W_Validate application|suspend')))",555,1407,302,4961,9154,2067,1.2760273726541982e-08
122,4,18,"(('exit', ('W_Validate application|schedule', 'W_Validate application|start')), ('exit', ('W_Validate application|start', 'A_Validating')), ('enter', ('A_Validating', 'O_Returned')), ('enter', ('O_Returned', 'W_Validate application|suspend')))",555,1407,302,4961,9154,2067,1.2760273726541982e-08
123,4,18,"(('exit', ('W_Validate application|schedule', 'W_Validate application|start')), ('exit', ('W_Validate application|start', 'A_Validating')), ('enter', ('A_Validating', 'O_Returned')), ('exit', ('O_Returned', 'W_Validate application|suspend')))",555,1407,302,4961,9154,2067,1.2760273726541982e-08
124,4,18,"(('exit', ('W_Validate application|schedule', 'W_Validate application|start')), ('exit', ('W_Validate application|start', 'A_Validating')), ('exit', ('A_Validating', 'O_Returned')), ('enter', ('O_Returned', 'W_Validate application|suspend')))",555,1407,302,4961,9154,2067,1.2760273726541982e-08
125,4,18,"(('exit', ('W_Validate application|schedule', 'W_Validate application|start')), ('exit', ('W_Validate application|start', 'A_Validating')), ('exit', ('A_Validating', 'O_Returned')), ('exit', ('O_Returned', 'W_Validate application|suspend')))",555,1407,302,4961,9154,2067,1.2760273726541982e-08
126,3,18,"(('exit', ('W_Validate application|start', 'A_Validating')), ('enter', ('A_Validating', 'O_Returned')), ('enter', ('O_Returned', 'W_Validate application|suspend')))",555,1407,302,4961,9154,2067,1.2760273726541982e-08
127,3,18,"(('exit', ('W_Validate application|start', 'A_Validating')), ('enter', ('A_Validating', 'O_Returned')), ('exit', ('O_Returned', 'W_Validate application|suspend')))",555,1407,302,4961,9154,2067,1.2760273726541982e-08
128,3,18,"(('exit', ('W_Validate application|start', 'A_Validating')), ('exit', ('A_Validating', 'O_Returned')), ('enter', ('O_Returned', 'W_Validate application|suspend')))",555,1407,302,4961,9154,2067,1.2760273726541982e-08
129,3,18,"(('exit', ('W_Validate application|start', 'A_Validating')), ('exit', ('A_Validating', 'O_Returned')), ('exit', ('O_Returned', 'W_Validate application|suspend')))",555,1407,302,4961,9154,2067,1.2760273726541982e-08
130,2,14,"(('exit', ('A_Validating', 'O_Returned')), ('workload', ('O_Returned', 'W_Validate application|suspend')))",448,1019,244,5067,9542,2125,0.0012305759755285584
131,4,12,"(('enter', ('W_Validate application|suspend', 'W_Validate application|resume')), ('enter', ('W_Validate application|resume', 'W_Validate application|suspend')), ('exit', ('W_Validate application|suspend', 'W_Validate application|resume')), ('exit', ('W_Validate application|resume', 'W_Validate application|suspend')))",156,750,242,842,2345,606,4.976874468098913e-11
132,4,11,"(('enter', ('W_Validate application|suspend', 'W_Validate application|resume')), ('exit', ('W_Validate application|resume', 'W_Validate application|suspend')), ('exit', ('W_Validate application|suspend', 'W_Validate application|resume')), ('enter', ('W_Validate application|resume', 'W_Validate application|suspend')))",143,723,212,846,2351,623,5.938347591438742e-10
133,4,11,"(('exit', ('W_Validate application|suspend', 'W_Validate application|resume')), ('enter', ('W_Validate application|resume', 'W_Validate application|suspend')), ('enter', ('W_Validate application|suspend', 'W_Validate application|resume')), ('exit', ('W_Validate application|resume', 'W_Validate application|suspend')))",143,723,212,846,2351,623,5.938347591438742e-10
134,4,13,"(('exit', ('W_Validate application|suspend', 'W_Validate application|resume')), ('exit', ('W_Validate application|resume', 'W_Validate application|suspend')), ('enter', ('W_Validate application|suspend', 'W_Validate application|resume')), ('enter', ('W_Validate application|resume', 'W_Validate application|suspend')))",166,799,246,837,2312,602,1.0057599197921263e-10
135,1,25,"(('enter', ('W_Validate application|complete', 'W_Call incomplete files|schedule')),)",180,872,365,1215,4048,1324,2.324552883514741e-09
136,1,25,"(('exit', ('W_Validate application|complete', 'W_Call incomplete files|schedule')),)",180,872,365,1215,4048,1324,2.324552883514741e-09
137,1,22,"(('workload', ('W_Validate application|complete', 'W_Call incomplete files|schedule')),)",137,575,226,1258,4345,1463,0.009227037657690063
138,1,23,"(('handover', ('W_Complete application|suspend', 'W_Complete application|resume')),)",105,368,392,1970,4583,4282,8.955126860943352e-06
139,1,31,"(('workload', ('O_Accepted', 'A_Pending')),)",721,3106,1165,4352,6813,1071,0.0
140,6,10,"(('enter', ('O_Sent (mail and online)', 'W_Complete application|complete')), ('enter', ('W_Complete application|complete', 'W_Call after offers|schedule')), ('enter', ('W_Call after offers|schedule', 'W_Call after offers|start')), ('enter', ('W_Call after offers|start', 'A_Complete')), ('enter', ('A_Complete', 'W_Call after offers|suspend')), ('batch', ('W_Call after offers|suspend', 'W_Call after offers|resume')))",129,374,356,2540,5387,4930,0.0027232679440987173
141,6,10,"(('enter', ('O_Sent (mail and online)', 'W_Complete application|complete')), ('enter', ('W_Complete application|complete', 'W_Call after offers|schedule')), ('enter', ('W_Call after offers|schedule', 'W_Call after offers|start')), ('enter', ('W_Call after offers|start', 'A_Complete')), ('exit', ('A_Complete', 'W_Call after offers|suspend')), ('batch', ('W_Call after offers|suspend', 'W_Call after offers|resume')))",129,374,356,2540,5387,4930,0.0027232679440987173
142,6,10,"(('enter', ('O_Sent (mail and online)', 'W_Complete application|complete')), ('enter', ('W_Complete application|complete', 'W_Call after offers|schedule')), ('enter', ('W_Call after offers|schedule', 'W_Call after offers|start')), ('exit', ('W_Call after offers|start', 'A_Complete')), ('enter', ('A_Complete', 'W_Call after offers|suspend')), ('batch', ('W_Call after offers|suspend', 'W_Call after offers|resume')))",129,374,356,2540,5387,4930,0.0027232679440987173
143,6,10,"(('enter', ('O_Sent (mail and online)', 'W_Complete application|complete')), ('enter', ('W_Complete application|complete', 'W_Call after offers|schedule')), ('enter', ('W_Call after offers|schedule', 'W_Call after offers|start')), ('exit', ('W_Call after offers|start', 'A_Complete')), ('exit', ('A_Complete', 'W_Call after offers|suspend')), ('batch', ('W_Call after offers|suspend', 'W_Call after offers|resume')))",129,374,356,2540,5387,4930,0.0027232679440987173
144,6,10,"(('enter', ('O_Sent (mail and online)', 'W_Complete application|complete')), ('enter', ('W_Complete application|complete', 'W_Call after offers|schedule')), ('exit', ('W_Call after offers|schedule', 'W_Call after offers|start')), ('enter', ('W_Call after offers|start', 'A_Complete')), ('enter', ('A_Complete', 'W_Call after offers|suspend')), ('batch', ('W_Call after offers|suspend', 'W_Call after offers|resume')))",129,374,356,2540,5387,4930,0.0027232679440987173
145,6,10,"(('enter', ('O_Sent (mail and online)', 'W_Complete application|complete')), ('enter', ('W_Complete application|complete', 'W_Call after offers|schedule')), ('exit', ('W_Call after offers|schedule', 'W_Call after offers|start')), ('enter', ('W_Call after offers|start', 'A_Complete')), ('exit', ('A_Complete', 'W_Call after offers|suspend')), ('batch', ('W_Call after offers|suspend', 'W_Call after offers|resume')))",129,374,356,2540,5387,4930,0.0027232679440987173
146,6,10,"(('enter', ('O_Sent (mail and online)', 'W_Complete application|complete')), ('enter', ('W_Complete application|complete', 'W_Call after offers|schedule')), ('exit', ('W_Call after offers|schedule', 'W_Call after offers|start')), ('exit', ('W_Call after offers|start', 'A_Complete')), ('enter', ('A_Complete', 'W_Call after offers|suspend')), ('batch', ('W_Call after offers|suspend', 'W_Call after offers|resume')))",129,374,356,2540,5387,4930,0.0027232679440987173
147,6,10,"(('enter', ('O_Sent (mail and online)', 'W_Complete application|complete')), ('enter', ('W_Complete application|complete', 'W_Call after offers|schedule')), ('exit', ('W_Call after offers|schedule', 'W_Call after offers|start')), ('exit', ('W_Call after offers|start', 'A_Complete')), ('exit', ('A_Complete', 'W_Call after offers|suspend')), ('batch', ('W_Call after offers|suspend', 'W_Call after offers|resume')))",129,374,356,2540,5387,4930,0.0027232679440987173
148,6,10,"(('enter', ('O_Sent (mail and online)', 'W_Complete application|complete')), ('exit', ('W_Complete application|complete', 'W_Call after offers|schedule')), ('enter', ('W_Call after offers|schedule', 'W_Call after offers|start')), ('enter', ('W_Call after offers|start', 'A_Complete')), ('enter', ('A_Complete', 'W_Call after offers|suspend')), ('batch', ('W_Call after offers|suspend', 'W_Call after offers|resume')))",129,374,356,2540,5387,4930,0.0027232679440987173
149,6,10,"(('enter', ('O_Sent (mail and online)', 'W_Complete application|complete')), ('exit', ('W_Complete application|complete', 'W_Call after offers|schedule')), ('enter', ('W_Call after offers|schedule', 'W_Call after offers|start')), ('enter', ('W_Call after offers|start', 'A_Complete')), ('exit', ('A_Complete', 'W_Call after offers|suspend')), ('batch', ('W_Call after offers|suspend', 'W_Call after offers|resume')))",129,374,356,2540,5387,4930,0.0027232679440987173
150,6,10,"(('enter', ('O_Sent (mail and online)', 'W_Complete application|complete')), ('exit', ('W_Complete application|complete', 'W_Call after offers|schedule')), ('enter', ('W_Call after offers|schedule', 'W_Call after offers|start')), ('exit', ('W_Call after offers|start', 'A_Complete')), ('enter', ('A_Complete', 'W_Call after offers|suspend')), ('batch', ('W_Call after offers|suspend', 'W_Call after offers|resume')))",129,374,356,2540,5387,4930,0.0027232679440987173
151,6,10,"(('enter', ('O_Sent (mail and online)', 'W_Complete application|complete')), ('exit', ('W_Complete application|complete', 'W_Call after offers|schedule')), ('enter', ('W_Call after offers|schedule', 'W_Call after offers|start')), ('exit', ('W_Call after offers|start', 'A_Complete')), ('exit', ('A_Complete', 'W_Call after offers|suspend')), ('batch', ('W_Call after offers|suspend', 'W_Call after offers|resume')))",129,374,356,2540,5387,4930,0.0027232679440987173
152,6,10,"(('enter', ('O_Sent (mail and online)', 'W_Complete application|complete')), ('exit', ('W_Complete application|complete', 'W_Call after offers|schedule')), ('exit', ('W_Call after offers|schedule', 'W_Call after offers|start')), ('enter', ('W_Call after offers|start', 'A_Complete')), ('enter', ('A_Complete', 'W_Call after offers|suspend')), ('batch', ('W_Call after offers|suspend', 'W_Call after offers|resume')))",129,374,356,2540,5387,4930,0.0027232679440987173
153,6,10,"(('enter', ('O_Sent (mail and online)', 'W_Complete application|complete')), ('exit', ('W_Complete application|complete', 'W_Call after offers|schedule')), ('exit', ('W_Call after offers|schedule', 'W_Call after offers|start')), ('enter', ('W_Call after offers|start', 'A_Complete')), ('exit', ('A_Complete', 'W_Call after offers|suspend')), ('batch', ('W_Call after offers|suspend', 'W_Call after offers|resume')))",129,374,356,2540,5387,4930,0.0027232679440987173
154,6,10,"(('enter', ('O_Sent (mail and online)', 'W_Complete application|complete')), ('exit', ('W_Complete application|complete', 'W_Call after offers|schedule')), ('exit', ('W_Call after offers|schedule', 'W_Call after offers|start')), ('exit', ('W_Call after offers|start', 'A_Complete')), ('enter', ('A_Complete', 'W_Call after offers|suspend')), ('batch', ('W_Call after offers|suspend', 'W_Call after offers|resume')))",129,374,356,2540,5387,4930,0.0027232679440987173
155,6,10,"(('enter', ('O_Sent (mail and online)', 'W_Complete application|complete')), ('exit', ('W_Complete application|complete', 'W_Call after offers|schedule')), ('exit', ('W_Call after offers|schedule', 'W_Call after offers|start')), ('exit', ('W_Call after offers|start', 'A_Complete')), ('exit', ('A_Complete', 'W_Call after offers|suspend')), ('batch', ('W_Call after offers|suspend', 'W_Call after offers|resume')))",129,374,356,2540,5387,4930,0.0027232679440987173
156,1,12,"(('workload', ('W_Call incomplete files|resume', 'W_Call incomplete files|suspend')),)",131,565,332,2543,7742,2327,0.0
157,4,14,"(('enter', ('W_Call after offers|schedule', 'W_Call after offers|start')), ('exit', ('W_Call after offers|start', 'A_Complete')), ('exit', ('A_Complete', 'W_Call after offers|suspend')), ('enter', ('W_Call after offers|suspend', 'W_Call after offers|resume')))",306,902,921,3825,8931,8011,6.278825335215288e-07
158,4,14,"(('enter', ('W_Call after offers|schedule', 'W_Call after offers|start')), ('exit', ('W_Call after offers|start', 'A_Complete')), ('exit', ('A_Complete', 'W_Call after offers|suspend')), ('batch', ('W_Call after offers|suspend', 'W_Call after offers|resume')))",261,799,818,3871,9032,8115,2.501186596726157e-07
159,3,14,"(('enter', ('W_Call after offers|start', 'A_Complete')), ('enter', ('A_Complete', 'W_Call after offers|suspend')), ('enter', ('W_Call after offers|suspend', 'W_Call after offers|resume')))",306,902,921,3825,8931,8011,6.278825335215288e-07
160,3,14,"(('enter', ('W_Call after offers|start', 'A_Complete')), ('enter', ('A_Complete', 'W_Call after offers|suspend')), ('batch', ('W_Call after offers|suspend', 'W_Call after offers|resume')))",261,799,818,3871,9032,8115,2.501186596726157e-07
161,3,14,"(('enter', ('W_Call after offers|start', 'A_Complete')), ('exit', ('A_Complete', 'W_Call after offers|suspend')), ('enter', ('W_Call after offers|suspend', 'W_Call after offers|resume')))",306,902,921,3825,8931,8011,6.278825335215288e-07
162,3,14,"(('enter', ('W_Call after offers|start', 'A_Complete')), ('exit', ('A_Complete', 'W_Call after offers|suspend')), ('batch', ('W_Call after offers|suspend', 'W_Call after offers|resume')))",261,799,818,3871,9032,8115,2.501186596726157e-07
163,2,14,"(('enter', ('A_Complete', 'W_Call after offers|suspend')), ('enter', ('W_Call after offers|suspend', 'W_Call after offers|resume')))",306,902,921,3825,8931,8011,6.278825335215288e-07
164,2,15,"(('enter', ('A_Complete', 'W_Call after offers|suspend')), ('batch', ('W_Call after offers|suspend', 'W_Call after offers|resume')))",273,848,864,3860,8984,8069,5.043527728787467e-08
165,1,23,"(('enter', ('W_Call after offers|suspend', 'W_Call after offers|resume')),)",509,1457,1423,3815,8833,7965,8.247102948333307e-07
166,5,10,"(('enter', ('W_Complete application|complete', 'W_Call after offers|schedule')), ('enter', ('W_Call after offers|schedule', 'W_Call after offers|start')), ('enter', ('W_Call after offers|start', 'A_Complete')), ('enter', ('A_Complete', 'W_Call after offers|suspend')), ('batch', ('W_Call after offers|suspend', 'W_Call after offers|resume')))",130,374,357,2555,5406,4961,0.0031520374656258676
